Name,Latitude,Longitude,Country,State/Province
Geonoma,-22.547222,-43.430278,Brazil,Rio de Janeiro
Geonoma,-22.538889,-43.426111,Brazil,Rio de Janeiro
Geonoma,-13.374722,-41.881111,Brazil,Ba
Geonoma,-22.534722,-43.430278,Brazil,Rio de Janeiro
Geonoma,-22.377778,-42.487222,Brazil,Rio de Janeiro
Geonoma,-21.868056,-41.720833,Brazil,Rio de Janeiro
Geonoma,-20.817197,-42.370231,Brazil,Minas Gerais
Geonoma,-10.898611,-55.775833,Brazil,Mato Grosso
Geonoma,-22.378333,-42.831111,Brazil,Rio de Janeiro
Geonoma,-19.382222,-43.610556,Brazil,Minas Gerais
Geonoma,-20.598333,-40.423333,Brazil,Espírito Santo
Geonoma,-1.863889,-45.767306,Brazil,Maranhão
Geonoma,-17.810833,-43.742778,Brazil,Minas Gerais
Geonoma,-20.266389,-43.843333,Brazil,Minas Gerais
Geonoma,-22.371111,-42.765,Brazil,Rio de Janeiro
Geonoma,-13.063008,-54.603097,Brazil,Mato Grosso
Geonoma,-13.04875,-54.600328,Brazil,Mato Grosso
Geonoma,-20.143611,-43.630278,Brazil,Minas Gerais
Geonoma,-28.511111,-49.525,Brazil,Santa Catarina
Geonoma,-25.1676,-48.3145,Brazil,Paraná
Geonoma,-23.2217,-45.3101,Brazil,São Paulo
Geonoma,-29.07,-49.86,Brazil,Santa Catarina
Geonoma,-9.72,-65.7,Brazil,Rondônia
Geonoma,-9.72,-65.7,Brazil,Rondônia
Geonoma,-12.995278,-41.326667,Brazil,Bahia
Geonoma,-26.8225,-48.778611,Brazil,Santa Catarina
Geonoma,-22.973889,-47.585,Brazil,Sp
Geonoma,-26.921389,-49.071944,Brazil,Santa Catarina
Geonoma,-12.995278,-41.326667,Brazil,Bahia
Geonoma,-26.341111,-49.311389,Brazil,Santa Catarina
Geonoma,-20.700833,-40.978611,Brazil,Espírito Santo
Geonoma,-24.8541,-48.7088,Brazil,Paraná
Geonoma,-20.153611,-43.436667,Brazil,Minas Gerais
Geonoma,-28.359444,-49.291667,Brazil,Santa Catarina
Geonoma,-8.7125,-35.841667,Brazil,Pernambuco
Geonoma,-4.237222,-38.9325,Brazil,Ceará
Geonoma,-20.153611,-43.436667,Brazil,Minas Gerais
Geonoma,-20.445833,-43.905833,Brazil,Minas Gerais
Geonoma,-22.283889,-44.387222,Brazil,Rio de Janeiro
Geonoma,-22.333333,-44.536944,Brazil,Rio de Janeiro
Geonoma,-10.006944,-61.980556,Brazil,Rondônia
Geonoma,-10.01106,-61.99386,Brazil,Rondônia
